author.unique	publication.title	n
NA	A vvonderfull deliverance or Gods abundant mercy in preserving from the cavaliers the towne of Draiton in the county of Hereford	1
NA	A vvonderfull and terrible plot of the Papists against the Parliament, lately discovered by Gods providence, June the 11. 1642	1
NA	A vvarrant sent from the Lord Maior and aldermen, to all the trained bands in London, and the liberties thereof	1
NA	A vvarning peece for London	1
NA	A view of the present condition of the three kingdomes of England, Scotland, and Ireland	1
NA	A very true and credible relation of the severall passages at Manchester the 15.th of Iuly last, 1642	1
NA	August 3: A true relation of such passages and proceedings of the army of Dublin, in the Kingdome of Ireland as hath happened from the seventh of July to this present	1
NA	August 19th. A true and exact relation of all the proceedings of Marquesse Hartford, Lord Pawlet, Lord Seymor, Lord Coventry, Sir Ralph Hopton, and other His Maiesties commissioners in the publishing of the commission of array in his Maiesties county of Somerset	1
NA	August, 17. 1642. A relation from Belfast in Ireland	1
NA	A trve relation of the taking of Roger Manwering Bishop of St. Davids coming from Ireland in a disguis'd habit, in the ship call'd the Eagle, the 28. of June, 1642	1
NA	A trve relation of the late hurliburly at Kingston upon Thames, on Wednesday the 12th. of Jauua [sic]. caused by Collonell Lundsford and the rest of his company	1
NA	A trve relation of the disastrous and most bloody battell, fovght between the armies under His Maiesty, and the Earle of Essex	1
NA	A trve relation of His Majesties successe at Brainford	1
NA	A trve relation of certaine speciall and remarkable passages from both Houses of Parliament	1
NA	A trve divrnal of the passages in Parliament	1
NA	A trve divrnal occvrrences [sic], or Proceedings in the Parliament this last weeke	1
NA	A trve diurnall of the last weekes passages in Parliament	1
NA	A trve copy of the petition of the gentle-women, & trades-men wives in, and about the city of London	1
NA	A true report of the occurrences at Portsmouth from a speciall hand presented to an honorable person in London. August 15	1
NA	A true report of the late good successe in Ireland	1
NA	A true relation of two merchants of London, who were taken prisoners by the cavaliers	1
NA	A true relation of the unparaleld breach of Parliament, by his Maiesty, as is conceivd the 4 of Ianuary, 1641 being instigated therunto by unadvised counsels, under the pretence of a legall proceeding	1
NA	A true relation of the taking of the city of Yorke by Sir John Hotham for the King and Parliament, Sept. 16	1
NA	A true relation of the taking of the city of Chichester	1
NA	A true relation of the taking of Roger Manwering Bishop of St. Davids coming from Ireland in a disguis'd habit, in the ship call'd the Eagle, the 28. of June, 1642	1
NA	A true relation of the taking of Mountjoy in the county of Tyrone, by Collonell Clotworthy, having 600. of his men therewith him in Ireland	1
NA	A true relation of the severall passages and proceedings of Colonell Goring at Portsmouth, and how he is revolted from the Parliament, who imposed that trust in him, and keepes it for the King	1
NA	A true relation of the putting to death one Master Boys, a citizen of London, at Redding, by the bloody minded person, Colonell Aston, a knowne and professed papist, and one whom His Majesty imployes to settle the Protestant religion	1
NA	A true relation of the proceedings from York and Beverley	1
NA	A true relation of the proceedings at Hereford by the Lord St. Iohns and his regiment there	1
NA	A true relation of the prcsent [sic] estate of Cornwall	1
NA	A true relation of the manner of taking of the Earl of Northampton, and 60. cavalliers by Colonell Hampden, and Colonell Goodwin, with some of the Lord Brookes his forces	1
NA	A True relation of the latest occurrences in Ireland. Sent from the postmaster there, to a friend of his in London. Dated in Ireland, August 17. 1642	1
NA	A true relation of the latest occurrences in Ireland. Sent from the postmaster there, to a friend of his in London. Dated in Ireland, August 17. 1642	1
NA	A true relation of the late proceedings of the London Dragoneers, sent down to Oxford	1
NA	A True relation of the late proceedings of part of His Majesties forces in Worcester-shire	1
NA	A true relation of the late occurrences in Ireland	1
NA	A true relation of the late expedition of the right honorable, the Earl of Ormond, and Sir Charles Coote, Knight, and Baronet	1
NA	A true relation of the late expedition into Kent by the appointment of both Houses of Parliament. As it was expressed in a letter from a man of good credit, who was in the action, dated from Dover the 29. of August, 1642. Wherein my Lord Roper, and Sir Peter Ricault, were taken into custody and confined unto Upner Castle, and likewise how we tooke His Majesties great ship called the Soveraigne of the Seas, and furnisht her with a sufficient guard. As also newes from Cambridge, and the bringing in of Dr. Wren bishop of Ely, with good store of treasure, in the Tower of London	1
NA	A True relation of the last great battell, fought in Ireland	1
NA	A True relation of the fight at Sherburn, in the county of Yorke, &c	1
NA	A true relation of the Earle of Warwicks encounter personally with his owne ship against two French shippes	1
NA	A true relation of the barbarous crueltie of divers of the bloudy caveleers	1
NA	A true relation of the army set out by the county of Essex, under the command of the Right Honourable, Robert Earle of Warwick	1
NA	A True relation of the approach of Prince Rupert to that good towne of Marlborow	1
NA	A true relation of the apprehension of the Lord Digby	1
NA	A true relation of such passages and proceedings of the army of Dublin in the kingdome of Ireland, as have happened since the death of Sir Charles Coote to this present	1
NA	A true relation of some remarkeable passages concerning Nottingham-shire petition, and His Majesties answer	1
NA	A true relation of Prince Robert his forces coming to one M. Purslins neere Coventry, and burning downe all his out-houses	1
NA	A true relation of His Majesties reception and royall entertainment at Lincoln: by the knights, esquires, gentlemen, and freeholders of the said county. July 15. 1642	1
NA	A true relation of His Majesties reception	1
NA	A true relation of His Majesties comming to Coventry	1
NA	A true relation of His Majesties coming to the town of Shrewsbury, on the 20 of this instant September	1
NA	A true relation of divers great defeats given against the rebels of Ireland. By the Earle of Ormond, lievtenant-generall of all His Majesties forces in that kingdome. Published by His Majesties command	1
NA	A true relation of divers great defeats given against the rebells of Ireland	1
NA	A True relation of certaine speciall and remarkable passages from both Houses of Parliament, since Monday the 15. of August till Friday the ninteenth 1642	1
NA	A true relation of certaine passages which Captaine Basset brought from the west parts of Cornewall	1
NA	A true relation of a most blessed victory obtained against the Marquesse of Hartford	1
NA	A true relation of all the proceedings in Ireland, from the end of April last, to this present	1
NA	A true relation of all the passages in York, Beverle, Hull and Burton	1
NA	A true relation of a late victorie	1
NA	A true relation of a great battell fought betwixt the Earle of Essex, and Prince Robert their forces, with the manner of the taking Prince Robert prisoner, and divers other commander. Signified to both houses, Sep. 20	1
NA	A true relation of a great and happy victory·	1
NA	A true relation of a great and happy victory	1
NA	A true relation of a great and cruell battell fought by the Lord Willoughby of Parham with 800. horse and foot who were going to the L. Generall, against Prince Rupert with 9. troops of horse, and 300. foot, neer Brumiegum in Warnicke-shire, October the 17	1
NA	A true relation of a famous victory obtained against Prince Robert, and twelve troupes of the cavaliers at the city of Worcester, on Saturday the 24. of September by his Excellency the Earl of Essex	1
NA	A true & exact relation of the several passages at the siege of Manchester, between the Lo: Strange his forces, and the towne	1
NA	A true divrnall: or a continued relation of Irish occurrences, from the 12. of Febr. to the 8. of March	1
NA	A true diurnall of the passages in Parliament	1
NA	A True diurnall of the last vveeks passages in Parliament	1
NA	A true discovery of a vvomans wickednesse	1
NA	A true description of a treacherous plot intended against this kingdome, by the Lord Digby and his asistants, at Sherborne in the county of Dorset	1
NA	A true declaration of Kingstons entertainment of the cavaliers the on 13. of November when they entred the towne, with ringing of bels for joy	1
NA	A true copy of the petition of the gentle-women, and tradesmens-wives, in and about the city of London. 	1
NA	A true copy of the petition of the centlewomen, [sic] and tradesmens-wives in and about the city of London	1
NA	A true copy of the instructions agreed upon by the Lords and Commons assembled in Parliament	1
NA	A true copy of a letter sent unto the right honourable the lord maior of London, from a trusty friend in the army	1
NA	A true coppy of the petition of the Lord Major, aldermen, and the rest of the Common-Councell of London, presented to both Houses of Parliament, March 18. 1641	1
NA	A True coppy of a letter from Oxford	1
NA	A true coppie of the lawes and rules of government	1
NA	A true copie of the master-piece of all those petitions which have formerly beene presented by the major, aldermen, and the rest of the Common Counsell of the citie of London	1
NA	A true contradiction of a false relation, tearmed, A great and happy victory gained by his Excellencie the Earl of Essex, against His Majestie, and his army, answered the 28 of the same moneth, as soone as it appeared in print	1
NA	A true Christian subiect vnder an heathen prince: Or Tertullians plea for allegeance	1
NA	A true character of Worsters late hurly-burly	1
NA	A True and reall relation of a great victorie won by the Parliament forces that were billeted in Worster, against Prince Rupert, and his cavaleirs, who came to take possession of the said city, Decemb. 10	1
NA	A true and perfect relation of the taking of a great ship at Yarmouth, October 4	1
NA	A true and perfect relation of the seizing the house of one Master VVilliam Barnes a cavalier, and apprehending him neer VVollage in Kent, by Captaine VVilloughby and his company of volunteers	1
NA	A true and perfect relation of the manner of the apprehension and taking of 46. rebellious cavalliers at Brackly in Northamptonshire, under the command of Sir John Byron Colonell, who were surprised by the Lord Brookes his regiment, and first committed to the goale of Northampton for ten dayes space, aud [sic] from thence brought up to Newgate	1
NA	A true and perfect relation of the first and victorious skirmish	1
NA	A true and perfect relation of the chiefe passages in Middlesex	1
NA	A true and perfect relation of the barbarous and cruell passages of the Kings army, at old-Brainceford, neer London	1
NA	A true and perfect relation of the apprehension of 5. fryers, one pilgrim and three souldiers; who were all bound for Ireland	1
NA	A True and perfect relation of a victorious battell	1
NA	A true and perfect relation of a victorious battell	1
NA	A true and perfect relation of a great and happy victory	1
NA	A true and perfect relation of a great and bloudy battell fought the 23. of October old stile	1
NA	A true and perfect relation of a great and bloody skirmish lately fought before the city of VVorcester	1
NA	A true and perfect diurnall	1
NA	A true and joyfull relation of two famous battels fought against the Lord Marquesse of Hartford	1
NA	A true and joyfull relation of a famous and remarkable victory obtained by inhabitants of Clamorganshire in VVales	1
NA	A true and good relation, of the valliant exploits, and victorious enterprises of Sir Simon Harcourt, and Sir Charles Coote	1
NA	A true and good relation of the valliant exploits, and victorious enterprises of Sir Simon Harcourt, and Sir Charles Coote	1
NA	A true and full relation, of the troubles in Lancashiere; between the Lord Strange, now Earle of Derby; and the well-affected people of that countie	1
NA	A true and full relation of the battell between his Majesties armie and the Parliaments, about nine miles from Coventry	1
NA	A true and faithfull relation of the besieging of the towne of Manchester in Lancashire upon Saturday the 24. of September	1
NA	A true and exact relation of the proceedings of His Majesties army in Cheshire, Shropshire and Worstershire	1
NA	A true and exact relation of the present estate of the city of Norwich	1
NA	A true and exact relation of the most remarkable passages, which have happened at Warwicke and Banbury since my Lord of Northamptons taking away the ordnance from Banbury Castle	1
NA	A true and exact relation of the manner of his Maiesties setting up of his standard at Nottingham, on Munday the 22. of August. 1642	1
NA	A true and exact relation of the kings entertainment in the city of Chester	1
NA	A true and exact relation of a great overthrow given to the cavalliers in Winchester	1
NA	A true and credible relation, of the barbarovs crveltie and bloudy massacres of the English Protestants	1
NA	A true and briefe relation how, and by vvhat meanes, the Isle of Wight was secured, in August, 1642	1
NA	A true abstract of a list	1
NA	A Treatise of peace	1
NA	A treatie of peace, concluded the 29. of September, 1642	1
NA	A terrible plot against London and VVestminster discovered	1
NA	A subsidie granted to the king, of tonnage, poundage, and other summess of money, payable upon marchandize, exported, and imported	1
NA	A spurre to the associators: or A friendly and seasonable advise to the well affected of the kingdome	1
NA	A speedy post from heaven, to the King of England·	1
NA	A speech spoken vnto his Excellence the Earle of Warwicke, by Captaine Farres, in the behalfe of the whole county of Essex. With His Excellence his gracious answer thereunto giving all his souldiers generall satisfaction not long before they marched forth from London toward Branford. As allso a true relation of the last Battail at Branford the 12. of November: betwixt his Maiestyes army ond [sic] the Parliaments forces, and how the cavaleers swore God damme them the devill was in their powder	1
NA	A speech, spoken by Prince Robert	1
NA	A speech spoken by His Excellence Prince Rupert to his Sacred Majesty, and the Lords of his Privie Councell, at his returne from Redding to Oxford	1
NA	A speech spoken by a worthy and learned gentleman, Master Thomas Chadlicot, Esquire: in the behalfe of the King and Parliament, at Bishops Cannings in Wiltshire; before one Master Blithe a minister of Gods Word, and Master Lewin a councellour at law. And now published for the publique good for the cure of the miserable distempers of this distracted kingdome. With the Parliaments resolution concerning the Kings most Excellent Majesty	1
NA	A speech made by Sr. Thomas Lunsford, Colonell	1
NA	A speech delivered to His Maiesty, by the recorder of Lincolne	1
NA	A signe from Heaven: or, A fearefull and terrible noise heard in the ayre at Alborow in the county of Suffolk, on Thursday the 4. day of August at 5. of the clocke in the afternoone	1
NA	A Short, compendious, and true description of the round-heads, and the long-heads, shag-polls, briefly declared	1
NA	A second famous and renowned victorie obtained against the Lord Musgrave, the Orelly, and the Burkes, Rorey Maguire, and Oneale, with 20000. men	1
NA	A second discovery by the Northern Scout	1
NA	Articles or demands made by the Kings most Excellent Majestie to the gentry and commonalty of the county of Salop	1
NA	Articles of religion	1
NA	Articles of peace between Charles King of Great Britain, France, and Ireland, to the Parliament with John the 4. King of Portugal, Algerres &c	1
NA	Articles of impeachment in the High Court of Parliament against the nine Lords, viz. the Earl of Dover, Earl of Northampton, E. Huntington, E. Devonshire, E. Coventry, L. Mowbray, L. Rich, L. Capell. &c	1
NA	Articles of impeachment, by the Commons assembled in Parliament. In the name of themselves and all the commons in England: against, Sir thomas Gardiner	1
NA	Articles of impeachment against the Lord Maior of London	1
NA	Articles of high treason, and other high misdemeanours	1
NA	Articles of high treason, and other high misdemeanors	1
NA	Articles of accusation and impeachment of the House of Commons, and all the Commons of England against VVilliam Pierce Doctor of Divinitie and Bishop of Bath and Wells	1
NA	Articles for peace agreed on by the Lords and Commons in this present Parliament	1
NA	Articles exhibited against Sir Philipp Carteret, governour of the Isle of Jersy: or, An humble information of the estate of His Majesties Isle of Iersey	1
NA	Articles and acts of Parliament	1
NA	Articles against the Lord Mandevill, Mr. Iohn Pym, M. Denzell Hollis, Sir Arthur Hazelrig, Mr. Hambden, and Mr. Strowd	1
NA	A royall protestation made by the Kings Most Excellent Majestie	1
NA	A royal letter sent from the king of France to the king of England	1
NA	A Renowned victory obtained against the rebels on the first day of June	1
NA	A remonstrance or the declaration of the Lords and Commons, now assembled in Parliament the 26 of May, 1642	1
NA	A remonstrance or the declaration of the Lords and Commons, now assembled in Parliament, 26· of May. 1642	1
NA	A remonstrance or the declaration of the Lords and Commons, now assembled in Parliament, 26. of May. 1642	1
NA	A remonstrance or the declaration of the Lords and Commons now assembled in Parliament, 26. of May. 1642	1
NA	A remonstrance or the declaration of the Lords and Commons, now assembled in Parliament, 26. of May. 1641	1
NA	A remonstrance or declaration of the state of the kingdome	1
NA	A remonstrance or declaration, of the names of the knights and gentlemen that take part with Sir Ralph Hopton, and other delinquents, in Devonshire, and Cornewall with the number of their forces	1
NA	A remonstrance of the state of the Kingdome. Or, A generall survey of all the proceedings of the papists, and other malignants of this kingdome from the death of King James, to this present	1
NA	A remonstrance of the state of the kingdome, agreed on by the Lords and Commons assembled in Parliament the 19. of May 1642	1
NA	A remonstrance of the state of the kingdome. Agreed on by the Lords and Commons assembled in Parliament, and published by order of both Honses [sic]. H. Elsyng. Cler. Parl. D. Com	1
NA	A remonstrance of the state of the kingdom, agreed on by the Lords and Commons assembled in Parliament the 19. of May, 1642	1
NA	A Remonstrance of the present state of things in and about the city, and Parliament, since the King and Queenes departure to Hampton Conrt [sic	1
NA	A remonstrance of the present state of things in and about the City, and Parliament, since the King and Queenes departure to Hampton Conrt [sic	1
NA	A remonstrance of the present estate of the Kings armie	1
NA	A remonstrance of the Lords and Commons assembled in Parliament, or, The reply of both Houses, to a printed book under His Majesties name, called, His Majesties answer to a printed book, entituled, A remonstrance, or the declaration of the Lords and Commons now assembled in Parliament the 26 of May 1642	1
NA	A remonstrance of the Lords and Commons assembled in Parliament. Or, The reply of both Houses, to a printed booke under his Majesties name	1
NA	A remonstrance of the Lords and Commons assembled in Parliament	1
NA	A remonstrance of the declaration of the Lords and Commons, now assembled in Parliament, 26 of May, 1642	1
NA	A remonstrance of severall matters of consequence	1
NA	A remonstrance in defence of the Lords and Commons in Parliament, in iustification of their defensive warre	1
NA	A remonstrance and resolution of the Kingdom of Scotland	1
NA	A remonstrance and declaration of the Lords and Commons assembled in Parliament. Manifesting that all such persons as shall upon any pretence whatsoever assist His Majesty in this warre, with horse, armes, plate or money, shall be held and accounted traytors to His Majesty, the Parliament, and the Kingdome. Likewise two orders of the Lords and Commons assembled in Parliament, for the ordering of the souldiers under the Earle of Essex. Also a letter sent to a member of the House of Commons, concerning divers passages which hath lately hapned in the county of Hamp-shire. Ordered by the Lords and Commons, that these particulars be forthwith printed and published, Io. Browne, Cler. Parl. Hen, Elsing, Cler. D. Com	1
NA	A relation touching the present state and condition of Ireland	1
NA	A relation of the sundry occurrences in Ireland from the fleet of ships set out by the adventurers of the additionall forces by sea	1
NA	A relation of a terrible monster taken by a fisherman neere Wollage, July the 15. 1642. and is now to be seen in Kings street, Westminster	1
NA	A relation of all the passages and proceedings in Somersetstire [sic], and Bristoll, with their valiant resolution to fight for the King and Parliament	1
NA	A relation from Portsmouth	1
NA	A puritane set forth in his lively colours: or, K. James his description of a puritan	1
NA	A purge for pluralities, shewing the unlawfulnesse of men to have two livings. Or The downe-fall of double benefices	1
NA	A proclamation of the Lords Iustices for the apprehension of the chiefe rebels	1
NA	A private letter, from an eminent cavalier, to his highly honoured friend in London; freely relating the present state of His Majesties forces	1
NA	Aprill the first, 1642. A continuation of the tryumphant and cou[ra]gious proceedings of the Protestant army in Ireland	1
NA	Aprill the 22th. Nevv and true nevves from Ireland	1
NA	Aprill the 15. 1642. A glorious victory, obtained by S. Henry Tichbourne, and Captaine Marroe over the rebels, at a place called Dundalke neere Dublin	1
NA	Apologeticall animadversions of certaine abuses that may be reformed in ecclesiasticall persons and ecclesiasticall courts without the utter extirpation of either	1
NA	A plea for the Parliament, or XV. considerations for the satisfaction of such, who are apt to be misled by a malignant party against the Parliament, with a palpable and evident declaration of their chiefest designes therein	1
NA	A plea for the Parliament, or, XIX. considerations for the satisfaction of such, who are apt to be misled by a malignant party against the Parliament	1
NA	A plea for the Parliament, or, Considerations for the satisfaction of such, who are apt to be mis-led by a malignant party against the Parliament	1
NA	A plea for peace	1
NA	A plaine and true relation, of the going forth of a Holland fleete the eleuenth of Nouember 1623, to the coast of Brasile	1
NA	A petitjon from the towne and county of Leicester, unto the Kings most excellent Majesty	1
NA	A petition of the gentry, ministers, and freeholders of the county of Flint, presented to His Majesty at York, August the fourth, 1642	1
NA	A petition for peace, directed both to the King and the Parliament, written by One, to bee subscribed by all, men and Christians, as it shall appear agreeable to mans reason, and Christs word; the fittest sword (without all controversie) to decide all the controversies of these times	1
NA	A petition and protestation of the county of Kent	1
NA	A perfect relation, or svmmarie of all the declarations, messages, and answers, passages and proceedings between the Kings Majesty, and both houses of Parliament	1
NA	A Perfect relation of the proceedings of both armies since the beginnning of the battaile on Sunday at one of the clocke, to Tuesday at night	1
NA	A perfect relation of the proceedings of both armies since the begining of the battaile on Sunday at one of the clocke, to Tuesday at night	1
NA	A perfect relation of four letters of great consequence, read in the House of Commons, Octob. 11. and 12	1
NA	A perfect divrnall of the passages in Parliament	1
NA	A perfect diurnall, or the proceedings of the adventurers forces , since their arrivall in thekingdome [sic] of Ireland	1
NA	A perfect diurnall or the proceedings in Parliament	1
NA	A perfect diurnall of the severall passages in our late journey into Kent	1
NA	A perfect diurnall of the proceedings in Hartford-shire, from the 15. of August to the 29	1
NA	A perfect diurnall of the passages of the souldiers, that are under the command of the Lord Say in Oxford	1
NA	A perfect copy of a letter, sent from Dublin	1
NA	A parallell betweene the late troubles in Scotland, and the present troubles in England	1
NA	A paralell between the late troubles in Scotland, and the present troubles in England, written by a private gentleman	1
NA	A paerfect [sic] diurnall of the proceedigns [sic] in Parliament	1
NA	An uprore at Portsmouth	1
NA	Another message sent to the Kings Majesty at Yorke	1
NA	Another letter from a man of note	1
NA	Another famous victorie obtained by his Excellencie the Earle of Essex	1
NA	Another declaration of the Lords and Commons assembled in Parliament: concerning subscriptions for bringing in money, plate, and horses	1
NA	Another declaration of the Lords and Commons assembled in Parliament, concerning subscriptions for bringing in money, plate, and horses	1
NA	Another declaration of the Lords and Commons assembled in Parliament	1
NA	A notable touch of the times: or, a true and seasonable discoverie of the grosse abuses thereof, with a serious proposition of a certaine remedy	1
NA	An ordination and declaration of both Houses of Parliament sent to the lord maior of London, for the religious observation of the Lords Day, commonly called Sunday	1
NA	An ordination and declaration of both Houses of Parliament	1
NA	An ordinance or declaration of the Lords and Commons assembled in Parliament. Showing that all the regiments of foot, and troops of horse, within and about the citty of London	1
NA	An ordinance of the Lords and Commons in Parliament. For the safety and defence of the kindom of England, and dominion of Wales	1
NA	An ordinance of the Lords and Commons in Parliament assembled	1
NA	An ordinance of the Lords and Commons assembled in Parliament	1
NA	An ordinance of Parliament, concerning the subsidie of tonnage, and poundage	1
NA	An ordinance from His Maiesty, and both Houses of Parliament; for the ordering of the militia of the kingdome of England, and dominion of Wales	1
NA	An ordinance from His Maiesty, and both houses of Parliament	1
NA	An ordinance by the Lords and Commons assembled in Parliament	1
NA	An order of the committee of the Lords and Commons for the defence of the kingdome	1
NA	An order made in Parliament	1
NA	An order made by the House of Commons, assembled in Parliament, for the establishing of preaching lecturers throughout the kingdome of England and dominion of Wales	1
NA	An order from the House of Commons in Parliament	1
NA	An order from the Commitee, that eleven thousand three hundred horse should be conducted by Sir Simon Harecolt into Ireland	1
NA	An order from both houses of Parliament, May 20	1
NA	Annotations upon the late protestation: or, A true character of an affectionate minde to King and Parliament	1
NA	An Jrish declaration from the viscounts, earles, barons, lords, knights, colonels, captaines, serjeant majors, and commanders in Ireland	1
NA	An inducement to the intrenching of the city of York, and the manfull resisting of the malignant opposers of His Majesties just prerogative	1
NA	Animadversions vpon those notes vvhich the late Observator hath published upon the seven doctrines	1
NA	Animadversions upon those notes which the late Observator hath published upon the seven doctrines and positions which the King by way of recapitulation (hee saith) layes open so offensive	1
NA	Animadversions animadverted. Or a reply to the late Animadversions upon those notes which the late Observator published upon the seven doctrines and positions which the King by way of recapitulation lays open so offensive	1
NA	An humble remonstrnce [sic] to the Kings most Excellent Majesty	1
NA	An humble petition for accomodation	1
NA	An humble petition for accommodation	1
NA	An extract of severall letters, vvhich came by the last post, or otherwise, from all parts of the kingdome, since the fifth of November to this present November the twelfth	1
NA	An Extract of letters, wherein is related, certaine remarkable passages from Yorke & Hull	1
NA	An extract of all the passages from Hull, York, and Lincolnshire, being taken out of sundry letters, and sent by the last post	1
NA	An extract of a letter from Yorke. Dated on Friday night, August 5. 1642	1
NA	An extract of a letter from Yorke. Dated on Friday night, August 5, 1642	1
NA	An exact relation shewing, how the governour of Portsmouth Castle delivered it up in the name of the King to the malignant party	1
NA	An exact relation of the apprehension, examination, execution and confession, of Thomas Bullaker, a priest, of the order of S. Austin	1
NA	An exact relation of foureteen dayes passages from Portsmouth, the Isle of Wight, and other parts	1
NA	An exact relation of a famous battell fought on Munday last the tenth of October, 1642. Between the Dragooners sent out by the L. Generall under the conduct of Colonell Browne, and Sir William Russell and his cavaliers	1
NA	An Exact coranto from most parts of Christendom	1
NA	An Exact and trve divrnall of the proceedings in Parliament	1
NA	An exact and true relation of the dangerous and bloody fight, between His Majesties army, and the Parliaments forces, neer Kyneton in the county of Warwick, the 23 of this instant October	1
NA	An exact and true relation of the dangerous and bloody fight, betweene His Majesties Army, and the Parliaments forces, neer Kyneton in the county of Warwicke, the 23 of this instant October	1
NA	An exact and true relation of the dangerous and bloody fight betweene His Majesties army, and the Parliaments forces, neere Kyneton in the county of Warwick, the 23. of this instant October	1
NA	An exact and true relation of that tumultuous behaviour of divers citizens and others at Guild-Hall, December the 12. 1642	1
NA	An exact and true relation of a most cruell and horrid murther committed by one of the cavaliers, on a woman in Leicester, billetted in her house	1
NA	An exact and true relation how eighteene French and Irish men, whose names are set downe, were apprehended at Salt-come in Devonshire neere Plymouth	1
NA	An exact an[d] perfect relation of the happy proceedings of the Earl of Bedford	1
NA	A new remonstrance of severall matters of consequance [sic] betweene the Kings most excellent Majestie and the high court of Parliament	1
NA	A new remonstrance of severall matters of consequance [sic] betweene the kings most excellent Majestie and the high court of Parliament	1
NA	A new remonstrance from Ireland	1
NA	A new protestation against the Parliament in England	1
NA	A new plot discovered in Ireland· May, 4. 1642	1
NA	A new plot discovered by the Parliament	1
NA	A New discovey [sic] of a designe of the French	1
NA	A new discovery of severall passages, performed by the malignant party	1
NA	A new declaration of the Lords and Commons in Parliament, in ansvver to His Majesties letter, dated the 14 day of June; and sent to the Lord Major, aldermen, and sheriffs of the City of London	1
NA	A new declaration of the Lords and Commons in Parliament assembled	1
NA	A new declaration of the Lords and Commons in Parliament	1
NA	A Nevv remonstrance vvherein is declared who are the malignant party of this kingdome, and enemies to the high court of Parliament	1
NA	A nevv plot discovered at York, acted by the Cavaleers	1
NA	A nevv plot agianst [sic] Hull, or, a new designe to take Hull, begun and prosecuted by a company of factious spirits, but most auspiciously prevented	1
NA	A Nevv declaration of the last affairs in Ireland, shewing the great overthrow given to the Irish rebels	1
NA	An appendix to the late answer printed by His Majesties command, or, Some seasonable animadversions upon the late observator and his seaven anti-monarchicall assertions	1
NA	An answer to the London petition	1
NA	An answerable remonstrance of His Majesties kingdomes of England, Scotland, Ireland, and the paincipality [sic] of Wales to the Parliament	1
NA	An ansvver to a scandalous lying pamphlet, intituled Prince Rupert his declaration	1
NA	An alarum to vvarre	1
NA	An alarum to arms, or, The Kings Majesties resolution, to raise arms against all those that shall oppose or resist him, in the suppressing the ordinance of Parliament concerning the militia	1
NA	An agreement betwixt His Majesty and the inhabitants of the county of Oxford	1
NA	An agreement betwixt His Majestie and the inhabitants of the county of Oxford	1
NA	An advertisement to the whole kingdome of England, but more especially to the citie of London	1
NA	An admiration by way of answer to the petition of the rebells in Ireland	1
NA	An act of state, made by the Lords justices and councell of Ireland	1
NA	An abstract of the proceedings in Parliament, in the time of Edward the 3	1
NA	An abstract of some letters, sent from Dorchester, to some friends in London, dated the 3. of Septem. 1642	1
NA	An abstract of severall letters from Hull, York, and Beverly, of his Majesties proceedings	1
NA	An abstract of certain depositions, by vertue of His Majesties commission, taken upon oath, concerning the traiterous intention of the rebels in Ireland, in rejecting the government of His Majesty, in having a king of their own: and who that king should be	1
NA	An abstract of certain depositions, by vertue of His Majesties commission, taken upon oath	1
NA	A most trve relation of the present state of His Majesties army	1
NA	A most true relation of the present state of His Majesties Army	1
NA	A most true relation of the last weekes passages in Yorke, and Hull, in two letters from thence	1
NA	A Most true relation of the great and bloody battell fought upon Monday last neer the coast of England, by three of the Earl of Warwicks ships; namely, the James, George, and Gray-hound	1
NA	A most true relation of the great and bloody battell	1
NA	A most true relation of a vvonderfull victory it pleased God to give those two worthy commanders Sir Robert and Sir William Stuart	1
NA	A most strange letter	1
NA	A most famous victory obtained by that vallant [sic] religious gentleman, Collonell Venne	1
NA	A most exact and true relation of the proceedings of His Majesties armie at Shelborne. VVritten by a lover of truth	1
NA	A most certain and true relation of the severall victories and overthrows given to the rebels in Ireland	1
NA	A more true and an exacter relation of the battaile of Keynton, then any formerly. Written by T.C. One of the chaplains in the army, and sent to a friend of his, a learned divine in this city, and by him published for the satisfaction of all such as are desirous to be informed in the truth	1
NA	A modest petition, for a happy peace	1
NA	A moderate, and most proper reply to a declaration, printed, and published, under His Maiesties name, December, 8	1
NA	A message sent to the Parliament from the members of the House of Commons at Colchester	1
NA	A message sent from the Lords of His Majesties most honourable Privie Counsaile, now resident with His Majesty	1
NA	A message sent from the Kings Majesty, with certaine propositions to the major and aldermen, and other the inhabitants of the towne of Boston, by Sir Iohn Mounson Knight and Barronet. Iuly 30. 1642. for the forbidding them the exercise of the militia	1
NA	A message sent from the Committee at Yorke to the House of Commons concerning all the passages that happened there from the fifth of Iuly to the twelfth. Wherein is declared and laid open the great affronts which they daily receive by the malignants that are thereabouts. Likewise the Parliaments resolution concerning the Earle of Lindsey and the Lord Savill, there being 14. of the Lords and 34. of the Commons appointed for the same purpose. With the accusation and charge against Mr. Henry Hastings assented to by both Houses of Parliament. Ordered that this be printed, and published. John Browne, Cler. Parl. Hen. Elsin, Cler. D.C	1
NA	A message sent from both Houses of Parliament to the Kings most excellent Majesty, the 16 of March 1641	1
NA	A message from both Houses of Parliament vnto His Majestie, concerning the prince his son	1
NA	A message from both Houses of Parliament unto His Majestie, concerning the prince, his son	1
NA	A message from both Houses of Parliament sent to Yorke to the Kings most excellent Majesty, the 28. of March 1642	1
NA	A message from both Houses of Parliament, sent to Yorke to the Kings Most Excellent Majestie, the 28. of March, 1642	1
